event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SAF18595,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West","Dr Ruth Segomotsi Mompati",Kagisano,Ganyesa,-26.5961,24.1761,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU held a demonstration in Ganyesa (Kagisano, Dr Kenneth Kaunda, North West), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18596,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West","Ngaka Modiri Molema",Mafikeng,Gelukspan,-26.2333,25.6333,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU held a demonstration in Gelukspan (Mafikeng, Ngaka Modiri Molema, North West), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18597,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West","Dr Kenneth Kaunda","City of Matlosana",Klerksdorp,-26.8667,26.6667,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU picketed outside the Tshepong Hospital in Klerksdorp (City of Matlosana, Dr Kenneth Kaunda, North West), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18598,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,"Moses Kotane",Ledig,-25.3636,27.0585,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU held a demonstration outside the Moses Kotane Hospital in Ledig (Moses Kotane, Bojanala, North West), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18599,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West","Dr Kenneth Kaunda",Ventersdorp,Potchefstroom,-26.7167,27.1,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU held a demonstration in Potchefstroom (Ventersdorp, Dr Kenneth Kaunda, North West), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18600,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West","Dr Ruth Segomotsi Mompati","Greater Taung",Taung,-27.5311,24.7866,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU held a demonstration in Taung (Greater Taung, Dr Ruth Segomotsi Mompati, North West), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18601,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Bellville",-33.9,18.6333,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, NEHAWU picketed outside the Karl Bremer and Tygerberg hospitals in Cape Town - Bellville (City of Cape Town, Western Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18602,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Khayelitsha",-34.0393,18.6792,1,"GroundUp; Mail & Guardian (South Africa)",National,"On 8 March 2023, for the third day, NEHAWU picketed outside the Khayelitsha Hospital in Cape Town - Khayelitsha (City of Cape Town, Western Cape), demanding a 10% salary increase and housing allowance. Protesters also shut down the Home Affairs and Department of Labour offices. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730845
SAF18603,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape",Eden,George,George,-33.9667,22.45,1,"George Herald (South Africa)",Subnational,"On 8 March 2023, for the third day, about 20 to 25 NEHAWU members staged a protest in George (Eden, Western Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=about 20 to 25",1678730845
SAF18628,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,"Daily News (South Africa)",National,"On 8 March 2023, for the second day, Tshwane University of Technology students held a demonstration in Pretoria (City of Tshwane, Gauteng), demanding the removal of the R45,000 cap for residence under the National Student Financial Aid Scheme (NSFAS) and the registration of students with outstanding debt. Demonstrators littered the roads near the university with dustbins and garbage.",0,"crowd size=no report",1678730845
SAF18629,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"Daily News (South Africa); News24 (South Africa)",National,"On 8 March 2023, a small group of UCT students staged a protest in Cape Town (City of Cape Town, Western Cape) against registration and residence admission issues. Students had previously protested from 13 to 17 February (coded separately).",0,"crowd size=small",1678730845
SAF18635,"08 March 2023",2023,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Taxi Drivers (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape",Amathole,Mbhashe,Idutywa,-32.0962,28.3049,1,"Daily Dispatch",Subnational,"Around 8 March 2023 (as reported), taxi drivers held a demonstration in Idutywa (Mbhashe, Amathole, Eastern Cape). Motivation unknown/not reported.",0,"crowd size=no report",1678730845
SAF18653,"08 March 2023",2023,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Gugulethu",-33.9833,18.5667,1,"Daily News (South Africa)",National,"Around 8 March 2023 (week of), NEHAWU shut down South African Social Security Agency office in Cape Town - Gugulethu (City of Cape Town, Western Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1679360328
SAF18654,"08 March 2023",2023,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Eersterivier",-33.9993,18.7347,1,"Daily News (South Africa)",National,"Around 8 March 2023 (week of), NEHAWU shut down South African Social Security Agency office in Cape Town - Eersterivier (City of Cape Town, Western Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1679360328
SAF18516,"07 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Khayelitsha",-34.0393,18.6792,1,GroundUp,National,"On 7 March 2023, dozens of youths burnt chemical toilets, tires, and rubbish in Cape Town - Khayelitsha (City of Cape Town, Western Cape) against the lack of development in the area and unemployment.",0,"crowd size=dozens",1678730844
SAF18557,"07 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape",Amathole,"Raymond Mhlaba","Fort Beaufort",-32.7748,26.6338,1,GroundUp,National,"On 7 March 2023, NEHAWU blocked (means unspecified) entrances to the Fort Beaufort Provincial Hospital (Raymond Mhlaba, Amathole, Eastern Cape), demanding a 10% salary increase and housing allowance. Protesters turned away patients. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18558,"07 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,1,"Herald (South Africa)",Subnational,"On 7 March 2023, for the second day, NEHAWU picketed outside Livingstone Hospital in Gqeberha (Nelson Mandela Bay, Eastern Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18559,"07 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Sarah Baartman",Makana,Makhanda,-33.3042,26.5328,1,"Grocotts Mail; GroundUp",National,"On 7 March 2023, for the second day, about 120 NEHAWU members shut down clinics and Home Affairs, Labour, and Social Development offices in Makhanda (Makana, Sarah Baartman, Eastern Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=about 120",1678730844
SAF18560,"07 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City",Qonce,-32.8803,27.3945,1,GroundUp,National,"On 7 March 2023, NEHAWU shut down SASSA and Home Affairs offices in Qonce (Buffalo City, Eastern Cape), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18561,"07 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"West Rand","Merafong City",Carletonville,-26.3581,27.3981,1,"Carletonville Herald",Subnational,"On 7 March 2023, for the second day, NEHAWU blocked (means unspecified) entrances to the Carletonville District Hospital (Merafong City, West Rand, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18562,"07 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg",Johannesburg,-26.2023,28.0436,1,"Daily News (South Africa)",National,"On 7 March 2023, for the second day, NEHAWU held a demonstration outside the Helen Joseph Provincial Tertiary Hospital in Johannesburg (City of Johannesburg, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
SAF18563,"07 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","NEHAWU: National Education, Health and Allied Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,GroundUp,National,"On 7 March 2023, for the third day, NEHAWU blocked (means unspecified) entrances to the Department of Higher Education and Training and Department of Labour offices in Pretoria (City of Tshwane, Gauteng), demanding a 10% salary increase and housing allowance. The demonstration was part of a national shutdown.",0,"crowd size=no report",1678730844
